year,sitename,sex,violence score
2019,"Borough of Bronx, NY (NYG)",Female,30.58612360937942
2019,"Borough of Bronx, NY (NYG)",Male,49.91228702568909
2019,"Borough of Brooklyn, NY (NYH)",Female,26.246328284340652
2019,"Borough of Brooklyn, NY (NYH)",Male,45.649530054066915
2019,"Borough of Manhattan, NY (NYI)",Female,17.607213674718846
2019,"Borough of Manhattan, NY (NYI)",Male,47.876242998194215
2019,"Borough of Queens, NY (NYJ)",Female,22.45436171247609
2019,"Borough of Queens, NY (NYJ)",Male,43.23553078001477
2019,"Borough of Staten Island, NY (NYK)",Female,32.94470892236255
2019,"Borough of Staten Island, NY (NYK)",Male,57.55585356155971
2019,"Broward County, FL (FT)",Female,20.889098152531698
2019,"Broward County, FL (FT)",Male,29.65847677006222
2019,"Chicago, IL (CH)",Female,19.719174277525656
2019,"Chicago, IL (CH)",Male,36.73663458383015
2019,"Los Angeles, CA (LO)",Female,20.480286584581066
2019,"Los Angeles, CA (LO)",Male,38.549434477036286
2019,"New York City, NY (NYC)",Female,25.736051060325302
2019,"New York City, NY (NYC)",Male,48.53504991160409
2019,"Orange County, FL (OL)",Female,19.610877773825486
2019,"Orange County, FL (OL)",Male,33.61606066583382
2019,"Palm Beach County, FL (PB)",Female,18.771467912124482
2019,"Palm Beach County, FL (PB)",Male,43.348900911936845
2019,"Philadelphia, PA (PH)",Female,23.26353267756925
2019,"Philadelphia, PA (PH)",Male,43.52069198366507
2019,"San Diego, CA (SA)",Female,10.635331548793086
2019,"San Diego, CA (SA)",Male,22.326726780168073
2019,"San Francisco, CA (SF)",Female,21.305977510357074
2019,"San Francisco, CA (SF)",Male,30.794352868567902
